code NSF;code scolarité;sigle type formation;libellé type formation;libellé formation principal;sigle formation;durée;niveau de sortie indicatif;code RNCP;niveau de certification;libellé niveau de certification;tutelle;URL et ID Onisep;domaine/sous-domaine;date création;date de modification
320 | 134 | 312;24132001;DN MADE;diplôme national des métiers d'art et du design;DN MADE mention événement;;3 ans;bac + 3;36942;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.6159;arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts graphiques;06/06/2020;05/06/2026
331;;;formation d'école spécialisée;Bachelor of Science en nutrition humaine ou sportive;;3 ans;bac + 3;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.4330;santé, social, sport/paramédical;06/06/2020;07/04/2026
310;16X31018;;formation d'école spécialisée;manager en stratégie d'entreprise;;2 ans;bac + 5;37069;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.8345;gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente;20/12/2022;18/09/2024
312;32031215;BTS;brevet de technicien supérieur;BTS commerce international;CI;2 ans;bac + 2;41759;3;niveau 5;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.6779;commerce, marketing, vente/achat, approvisionnement | commerce, marketing, vente/commerce international | logistique, transport/logistique | commerce, marketing, vente/marketing, vente | logistique, transport/transport;21/12/2020;04/06/2026
230 | 231 | 232;26523004;;bachelor en sciences et ingénierie;bachelor en sciences et ingénierie - bâtiment et travaux publics (Builders);Builders;3 ans;bac + 3;41006;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.10121;construction, architecture, travaux publics/génie civil, construction (généralités);31/05/2024;12/05/2026
313;;mastère spé.;mastère spécialisé;mastère spé. actuariat;;1 an;bac + 6;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.2091;banque, assurances, immobilier/assurances;06/06/2020;17/05/2024
242;42024210;DTMS;diplôme de technicien des métiers du spectacle;DTMS métiers du spectacle option techniques de l'habillage;;2 ans;bac ou équivalent;39029;4;niveau 4;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.10573;arts, culture, artisanat/arts du spectacle | matières premières, fabrication, industries/textile, habillement;08/10/2024;18/12/2025
312 | 314 | 315;26031225;;diplôme d'école de commerce visé (bac + 3);diplôme supérieur en management;;3 ans;bac + 3;41188;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11844;gestion des entreprises, comptabilité/comptabilité | commerce, marketing, vente/marketing, vente | gestion des entreprises, comptabilité/ressources humaines;15/09/2025;12/05/2026
133 | 310 | 333;;;diplôme d'État en art;certificat d'aptitude aux fonctions de directeur d'établissement d'enseignement artistique;;1 an;bac + 5;37965;1;niveau 7;Ministère de la Culture et de la communication;https://www.onisep.fr/http/redirection/formation/slug/FOR.9309;arts, culture, artisanat/arts du spectacle | lettres, langues, enseignement/enseignement;31/10/2023;10/12/2025
326 | 312 | 310;15532601;DU;diplôme d'université;diplôme de grand établissement mention systèmes d'information, réseaux et numérique;;2 ans;bac + 5;40791;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.4846;matières premières, fabrication, industries/fonction production (généralités) | information-communication, audiovisuel/multimédia | électricité, électronique, robotique/télécommunications;06/06/2020;11/09/2025
230;;;diplôme des écoles d'architecture;diplôme de premier cycle de l'École spéciale d'architecture (DEEA);;3 ans;bac + 3;;2;niveau 6;Ministère de la Culture et de la communication;https://www.onisep.fr/http/redirection/formation/slug/FOR.4084;construction, architecture, travaux publics/architecture;06/06/2020;24/06/2026
326;26532614;;bachelor en sciences et ingénierie;bachelor en sciences et ingénierie - intelligence artificielle (ECE);;3 ans;bac + 3;42304;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.12371;informatique, Internet/informatique (généralités);23/01/2026;15/06/2026
331;;DU;diplôme d'université;DU musicothérapeute;;1 an;bac + 3;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.2161;arts, culture, artisanat/arts du spectacle | santé, social, sport/paramédical;06/06/2020;06/02/2024
253 | 200 | 225;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École d'ingénieurs des sciences aérospatiales;ELISA Aerospace;3 ans;bac + 5;41209;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11867;mécanique/aéronautique | mécanique/automatismes | électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | sciences/physique;22/09/2025;19/02/2026
251;;;diplôme d'ingénieur;diplôme d'ingénieur de l'université de technologie de Belfort-Montbéliard spécialité mécanique et ergonomie;UTBM;3 ans;bac + 5;39458;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.6000;arts, culture, artisanat/arts graphiques | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | mécanique/mécanique (généralités) | histoire-géographie, psychologie, sociologie/psychologie;06/06/2020;16/10/2024
100;;DU;diplôme d'université;DU préparation aux études scientifiques;DUPRES;1 an;bac + 1;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.2881;sciences/biologie | sciences/chimie | lettres, langues, enseignement/formations généralistes | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique | sciences/sciences de la Terre;06/06/2020;20/03/2026
200;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale de la météorologie;ENM;3 ans;bac + 5;40459;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.1120;sciences/sciences de la Terre;06/06/2020;03/12/2025
335;33633502;DEJEPS;diplôme d'État de la jeunesse, de l'éducation populaire et du sport;DEJEPS spécialité perfectionnement sportif mention polo;;2 ans;bac + 2;40211;3;niveau 5;Ministère chargé des sports;https://www.onisep.fr/http/redirection/formation/slug/FOR.12441;santé, social, sport/sport;09/02/2026;09/02/2026
222;25022282;;licence professionnelle;licence pro mention chimie industrielle;;1 an;bac + 3;40728;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11578;sciences/chimie;27/06/2025;20/10/2025
230 | 232;46023001;DU;diplôme d'université;DU assistant d'architecte;DSP;1 an;bac + 1;37206;4;niveau 4;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.8580;construction, architecture, travaux publics/architecture;10/02/2023;10/06/2024
230;36C23001;;formation d'école spécialisée;chef de projet en rénovation énergétique performante;;2 ans;bac + 2;38921;3;niveau 5;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10919;construction, architecture, travaux publics/bureau d'études BTP | environnement, énergies, propreté/énergies | construction, architecture, travaux publics/équipement technique | construction, architecture, travaux publics/génie civil, construction (généralités);07/01/2025;26/02/2026
128;25112801;BUT;bachelor universitaire de technologie;BUT carrières juridiques parcours administration et justice;CJ;3 ans;bac + 3;41548;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.7799;économie, droit, politique/activité judiciaire | économie, droit, politique/droit (généralités);28/06/2022;12/03/2026
310;;;diplôme d'école de commerce visé de niveau bac + 4 ou 5;diplôme en marketing;;2 ans;bac + 5;41225;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11738;information-communication, audiovisuel/journalisme, édition, publicité | commerce, marketing, vente/marketing, vente;28/07/2025;12/05/2026
134;;DU;diplôme d'université;DU monteur installateur d'oeuvres d'art;DSP;1 an;bac + 1;37219;4;niveau 4;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9616;arts, culture, artisanat/activités culturelles;19/12/2023;03/10/2024
312;2503123J;;licence professionnelle;licence pro mention gestion des achats et des approvisionnements;;1 an;bac + 3;40446;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11353;commerce, marketing, vente/achat, approvisionnement;24/04/2025;24/04/2025
251;17025120;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale d'ingénieurs de Saint-Etienne de l'École centrale de Lyon spécialité génie mécanique en partenariat avec l'ITII Loire;ENI;3 ans;bac + 5;41021;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.7785;arts, culture, artisanat/arts graphiques | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation | histoire-géographie, psychologie, sociologie/psychologie;23/06/2022;21/10/2025
311 | 200;16X31108;mastère spé.;mastère spécialisé;mastère spé. management industriel et systèmes logistiques;MISL;1 an;bac + 6;38103;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.644;matières premières, fabrication, industries/génie industriel | logistique, transport/logistique;06/06/2020;17/02/2025
211 | 210;32321112;BTSA;brevet de technicien supérieur agricole;BTSA viticulture-oenologie;;2 ans;bac + 2;36002;3;niveau 5;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;https://www.onisep.fr/http/redirection/formation/slug/FOR.7283;matières premières, fabrication, industries/agroalimentaire | agriculture, animaux/cultures;01/12/2021;05/06/2026
322;32032208;BTS;brevet de technicien supérieur;BTS édition;;2 ans;bac + 2;36965;3;niveau 5;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.266;information-communication, audiovisuel/journalisme, édition, publicité;06/06/2020;04/06/2026
251 | 250 | 201;17025115;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure de mécanique et des microtechniques spécialité mécanique en partenariat avec l'ITII Franche-Comté;ENSMM;3 ans;bac + 5;40022;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11171;matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation;21/02/2025;08/10/2025
335;36X33502;;formation d'école spécialisée;technico-commercial de l'industrie et des services nautiques;;2 ans;bac + 2;36393;3;niveau 5;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.7653;mécanique/construction navale | commerce, marketing, vente/marketing, vente | santé, social, sport/sport;10/05/2022;26/05/2026
251;1702510S;;diplôme d'ingénieur;diplôme d'ingénieur de l'Institut supérieur d'études logistiques de l'université du Havre spécialité mécanique et production en partenariat avec l'ITII Normandie;ISEL;3 ans;bac + 5;36344;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5880;matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fabrication, productique | logistique, transport/logistique | matières premières, fabrication, industries/maintenance, qualité | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation;06/06/2020;05/11/2025
314;;DU;diplôme d'université;DU finance et comptabilité supérieure;;1 an;bac + 4;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.1702;gestion des entreprises, comptabilité/comptabilité | banque, assurances, immobilier/finances;06/06/2020;30/01/2024
331;;;formation d'école spécialisée;année spécifique aux études de masso-kinésithérapie pour personnes en situation de handicap visuel;;1 an;bac + 1;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.2819;santé, social, sport/paramédical;06/06/2020;26/05/2026
324;36C3240B;;formation d'école spécialisée;assistant de gestion et d'administration d'entreprise;;1 an;bac + 2;36390;3;niveau 5;Chambre de commerce et d'industrie;https://www.onisep.fr/http/redirection/formation/slug/FOR.7712;gestion des entreprises, comptabilité/secrétariat;03/06/2022;07/10/2024
325;;;formation de fonctionnaires (après concours);diplôme de conservateur des bibliothèques;DCB;2 ans;bac + 5;;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.555;arts, culture, artisanat/activités culturelles | information-communication, audiovisuel/bibliothèque, documentation;06/06/2020;10/12/2025
201 | 110 | 326;17020106;;diplôme d'ingénieur;diplôme d'ingénieur de l'École supérieure des techniques aéronautiques et de construction automobile spécialité systèmes embarqués et numériques en partenariat avec l'ITII en Ile-de-France;ESTACA;3 ans;bac + 5;40704;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.12028;mécanique/automatismes | mécanique/automobile | informatique, Internet/bases de données | électricité, électronique, robotique/électronique | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | information-communication, audiovisuel/multimédia | armée, sécurité/sécurité, prévention | informatique, Internet/systèmes et réseaux | électricité, électronique, robotique/télécommunications | logistique, transport/transport;03/10/2025;12/05/2026
334;43033402;;classe de 2de spécifique;classe de 2de spécifique conduisant au bac STHR Sciences et technologies de l'hôtellerie et de la restauration;STHR;1 an;seconde;;0;non inscrit au RNCP;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.5432;hôtellerie-restauration, tourisme/hôtellerie | hôtellerie-restauration, tourisme/restauration;06/06/2020;29/05/2026
335;35533514;DEUST;diplôme d'études universitaires scientifiques et techniques;DEUST action, commercialisation des services sportifs;;2 ans;bac + 2;35952;3;niveau 5;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.3820;commerce, marketing, vente/marketing, vente | santé, social, sport/sport;06/06/2020;19/09/2024
;;;formation d'école spécialisée;cycle préparatoire PCSI-PSI CPE Lyon asssocié à l'Institution les Chartreux Lyon / Sciences du numérique;CPE Lyon;2 ans;bac + 2;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.8789;sciences/chimie | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique;03/05/2023;24/04/2025
234;46T23401;TP;titre professionnel;TP technicien d'études en construction bois;;2 ans;bac ou équivalent;41531;4;niveau 4;Ministère du travail, de l'emploi et du dialogue social;https://www.onisep.fr/http/redirection/formation/slug/FOR.12195;matières premières, fabrication, industries/bois | construction, architecture, travaux publics/bureau d'études BTP | construction, architecture, travaux publics/charpente, couverture | construction, architecture, travaux publics/menuiserie;24/11/2025;04/02/2026
127;;;master;master mention théologie protestante;;2 ans;bac + 5;39471;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5039;histoire-géographie, psychologie, sociologie/philosophie;06/06/2020;29/08/2024
326;26X32616;;formation d'école spécialisée;chef de projets digitaux;;3 ans;bac + 3;35541;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.1836;informatique, Internet/développement, programmation, logiciel | commerce, marketing, vente/grande distribution et petits commerces | commerce, marketing, vente/marketing, vente | information-communication, audiovisuel/multimédia;06/06/2020;22/04/2026
117;;;formation d'école spécialisée;technicien supérieur instruments et installations de la météorologie;TSI;2 ans;bac + 2;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.3956;sciences/physique | sciences/sciences de la Terre;06/06/2020;02/10/2020
210;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure d'agronomie et des industries alimentaires de l'université de Lorraine spécialité agronomie;ENSAIA;3 ans;bac + 5;37958;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5597;commerce, marketing, vente/achat, approvisionnement | agriculture, animaux/agriculture (généralités) | matières premières, fabrication, industries/agroalimentaire | environnement, énergies, propreté/aménagement du territoire | sciences/biologie | matières premières, fabrication, industries/bois | agriculture, animaux/cultures | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/fonction production (généralités) | logistique, transport/logistique;06/06/2020;21/05/2026
333 | 133;;;diplôme d'État en art;diplôme d'État de professeur de théâtre;;2 ans;bac + 2;38370;3;niveau 5;Ministère de la Culture et de la communication;https://www.onisep.fr/http/redirection/formation/slug/FOR.9578;arts, culture, artisanat/arts du spectacle | lettres, langues, enseignement/enseignement;18/12/2023;08/06/2026
334 | 312;;;formation d'école spécialisée;Master of Science International Hospitality;;2 ans;bac + 5;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9689;hôtellerie-restauration, tourisme/hôtellerie | hôtellerie-restauration, tourisme/tourisme;11/01/2024;30/10/2024
110;;CPGE;classe préparatoire scientifique et technologique;classe préparatoire technologie et biologie (TB), 2e année;;1 an;bac + 2;;0;non inscrit au RNCP;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.1339;sciences/biologie;06/06/2020;02/06/2026
312;16X31248;;formation d'école spécialisée;manager de la stratégie marketing  (IDRAC);;2 ans;bac + 5;40592;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11438;gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente | hôtellerie-restauration, tourisme/tourisme;22/05/2025;20/10/2025
315;26X31541;;formation d'école spécialisée;chargé de missions en ressources humaines (ISCG);;1 an;bac + 3;40853;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11657;gestion des entreprises, comptabilité/ressources humaines;11/07/2025;25/02/2026
242;;;formation d'école spécialisée;Arts Fashion Styling and Photography and Film;;1 an;bac + 1;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.3674;arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/audiovisuel;06/06/2020;30/10/2024
326;16X3260F;;formation d'école spécialisée;expert en architecture des systèmes d'information;;2 ans;bac + 5;39582;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11986;informatique, Internet/systèmes et réseaux;01/10/2025;03/10/2025
124 | 326 | 118;13512406;;master;master mention sciences cognitives;;2 ans;bac + 5;38967;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.10325;histoire-géographie, psychologie, sociologie/psychologie;17/07/2024;07/10/2024
233;;;formation d'école spécialisée;concepteur architecte d'intérieur;;5 ans;bac + 5;40267;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11569;arts, culture, artisanat/arts appliqués;24/06/2025;24/06/2025
315;26X31504;;formation d'école spécialisée;responsable de gestion des ressources humaines (IPAC);;3 ans;bac + 3;40863;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11684;gestion des entreprises, comptabilité/ressources humaines;17/07/2025;26/02/2026
313;16031301;;formation d'école spécialisée;diplôme supérieur en immobilier;;2 ans;bac + 5;41903;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12748;banque, assurances, immobilier/immobilier;22/06/2026;22/06/2026
;;;formation d'école spécialisée;bachelor Game Design;;3 ans;bac + 3;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9384;information-communication, audiovisuel/multimédia;04/12/2023;30/10/2024
115;;;formation d'école spécialisée;Master of Science Aeronautic and Space, Major Turbulence;;2 ans;bac + 5;;0;non inscrit au RNCP;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.1963;sciences/physique;06/06/2020;25/02/2026
250 | 201 | 252;17025006;;diplôme d'ingénieur;diplôme d'ingénieur du CNAM spécialité mécatronique;EICnam;3 ans;bac + 5;39055;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.10620;mécanique/automatismes | mécanique/automobile | matières premières, fabrication, industries/maintenance, qualité;29/10/2024;30/10/2025
201;50020101;CAP;certificat d'aptitude professionnelle;CAP conducteur d'installations de production;CIP;2 ans;CAP ou équivalent;36429;5;niveau 3;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.4353;mécanique/automatismes;06/06/2020;17/04/2026
212;40021204;;baccalauréat professionnel;bac pro cultures marines;;3 ans;bac ou équivalent;40097;4;niveau 4;Ministère chargé de la transition écologique et de l'aménagement du territoire;https://www.onisep.fr/http/redirection/formation/slug/FOR.1083;agriculture, animaux/élevage, aquaculture;06/06/2020;11/06/2026
331 | 118;25133101;BUT;bachelor universitaire de technologie;BUT génie biologique parcours biologie médicale et biotechnologie;BMB;3 ans;bac + 3;41634;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.7839;sciences/biologie;03/07/2022;12/03/2026
201;1702010G;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure Mines-Télécom Lille Douai spécialité génie industriel;IMT;3 ans;bac + 5;41152;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11970;gestion des entreprises, comptabilité/administration de l'entreprise | mécanique/automatismes | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | logistique, transport/logistique | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/méthodes industrialisation;30/09/2025;04/02/2026
200 | 220 | 300;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École polytechnique universitaire d'Angers de l'université d'Angers spécialité génie biologique et santé;Polytech;3 ans;bac + 5;42275;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.6227;matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | santé, social, sport/médical | santé, social, sport/paramédical | santé, social, sport/santé (généralités) | armée, sécurité/sécurité, prévention;06/06/2020;23/06/2026
200;;;formation d'école spécialisée;designer concepteur industriel option produit;;5 ans;bac + 5;40890;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11663;arts, culture, artisanat/arts graphiques;15/07/2025;03/09/2025
326;1703260F;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure Mines-Télécom Lille Douai spécialité télécommunications et informatique;IMT;3 ans;bac + 5;41153;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11952;mécanique/aéronautique | informatique, Internet/informatique (généralités) | électricité, électronique, robotique/télécommunications;26/09/2025;12/05/2026
326;26X32667;;formation d'école spécialisée;Product Builder no code/low code;;1 an;bac + 3;42057;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12673;informatique, Internet/développement, programmation, logiciel | informatique, Internet/systèmes et réseaux;03/06/2026;17/06/2026
310 | 312;26X31033;;diplôme d'école de commerce visé (bac + 3);diplôme supérieur en commerce et marketing opérationnel;;3 ans;bac + 3;41042;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11813;commerce, marketing, vente/marketing, vente;05/09/2025;12/05/2026
110 | 200 | 326;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École d'ingénieurs de l'université de Toulon;SeaTech;3 ans;bac + 5;40081;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5311;mécanique/aéronautique | mécanique/automatismes | informatique, Internet/bases de données | matières premières, fabrication, industries/céramique, composites | mécanique/construction navale | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | matières premières, fabrication, industries/matériaux | sciences/mathématiques | sciences/physique | sciences/sciences de la Terre | informatique, Internet/systèmes et réseaux | électricité, électronique, robotique/télécommunications | construction, architecture, travaux publics/travaux publics;06/06/2020;14/04/2026
116 | 117 | 231;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure d'ingénieurs de Poitiers de l'université de Poitiers spécialité génie de l'eau et génie civil;ENSIP;3 ans;bac + 5;39454;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5309;environnement, énergies, propreté/aménagement du territoire | sciences/chimie | environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | construction, architecture, travaux publics/génie civil | construction, architecture, travaux publics/génie civil, construction (généralités) | environnement, énergies, propreté/gestion de l'eau | matières premières, fabrication, industries/matériaux | matières premières, fabrication, industries/mines et carrières | sciences/sciences de la Terre;06/06/2020;14/04/2026
232 | 227;36X23204;;formation d'école spécialisée;chef de projet en rénovation énergétique;;1 an;bac + 2;38521;3;niveau 5;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12693;environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | construction, architecture, travaux publics/génie civil, construction (généralités);09/06/2026;09/06/2026
201;36T20105;TP;titre professionnel;TP technicien supérieur de maintenance d'éoliennes;;2 ans;bac + 2;41534;3;niveau 5;Ministère du travail, de l'emploi et du dialogue social;https://www.onisep.fr/http/redirection/formation/slug/FOR.12275;électricité, électronique, robotique/électrotechnique | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/maintenance, qualité;18/12/2025;18/12/2025
311;25131102;BUT;bachelor universitaire de technologie;BUT management de la logistique et des transports parcours mobilité et supply chain durables;MLT;3 ans;bac + 3;41590;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.7910;logistique, transport/logistique | logistique, transport/transport;19/07/2022;12/03/2026
210 | 113 | 221;26521004;;bachelor en sciences et ingénierie;bachelor en sciences et ingénierie -  agronomie agroalimentaire (ESA);;3 ans;bac + 3;40433;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.6800;agriculture, animaux/agriculture (généralités) | matières premières, fabrication, industries/agroalimentaire | environnement, énergies, propreté/aménagement du territoire;17/01/2021;01/04/2026
323;;;diplôme d'établissement en art;diplôme supérieur des métiers du son du CNSMD de Paris;;4 ans;bac + 5;;1;niveau 7;Ministère de la Culture et de la communication;https://www.onisep.fr/http/redirection/formation/slug/FOR.347;arts, culture, artisanat/arts du spectacle | information-communication, audiovisuel/audiovisuel;06/06/2020;04/12/2025
326;24632601;;formation d'école spécialisée;concepteur intégrateur d'infrastructures informatiques (systèmes et réseaux, applicatives, ou de sécurité);;1 an;bac + 3;38461;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10962;informatique, Internet/développement, programmation, logiciel | informatique, Internet/informatique (généralités) | matières premières, fabrication, industries/maintenance, qualité | informatique, Internet/systèmes et réseaux;15/01/2025;03/02/2025
