code NSF;code scolarité;sigle type formation;libellé type formation;libellé formation principal;sigle formation;durée;niveau de sortie indicatif;code RNCP;niveau de certification;libellé niveau de certification;tutelle;URL et ID Onisep;domaine/sous-domaine;date création;date de modification
335;44633524;BPJEPS;brevet professionnel de la jeunesse, de l'éducation populaire et du sport;BPJEPS spécialité éducateur sportif mention plongée subaquatique option A : en scaphandre;;1 an;bac ou équivalent;38063;4;niveau 4;Ministère chargé des sports;https://www.onisep.fr/http/redirection/formation/slug/FOR.9252;santé, social, sport/sport;09/10/2023;29/07/2024
310;;DU;diplôme d'université;DU outils pour entreprendre;;1 an;bac + 1;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.4616;gestion des entreprises, comptabilité/administration de l'entreprise;06/06/2020;02/10/2020
323;;;diplôme d'établissement en art;diplôme de l'École nationale supérieure de la photographie d'Arles;;3 ans;bac + 5;40638;1;niveau 7;Ministère de la Culture et de la communication;https://www.onisep.fr/http/redirection/formation/slug/FOR.11556;information-communication, audiovisuel/audiovisuel;20/06/2025;20/06/2025
;;CPI;cycle préparatoire intégré;cycle préparatoire intégré de l'Icam Toulouse - La prépa professionnalisante (partenariat avec un lycée) BTS ATI;ICAM;2 ans;bac + 2;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9642;mécanique/automatismes | électricité, électronique, robotique/électrotechnique | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | sciences/mathématiques | mécanique/mécanique (généralités) | sciences/physique;28/12/2023;12/09/2024
227 | 310;16X22709;mastère spé.;mastère spécialisé;mastère spé. manager de l'environnement et de l'éco efficacité énergétique;;1 an;bac + 6;37733;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.1804;environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | armée, sécurité/sécurité, prévention;06/06/2020;05/02/2025
122 | 128 | 310;13512238;;master;master mention économie des organisations;;2 ans;bac + 5;38296;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.9749;gestion des entreprises, comptabilité/administration de l'entreprise | économie, droit, politique/sciences économiques;02/02/2024;14/02/2025
243;32024305;BTS;brevet de technicien supérieur;BTS métiers de la mode chaussure et maroquinerie;;2 ans;bac + 2;36776;3;niveau 5;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.6039;matières premières, fabrication, industries/textile, habillement;06/06/2020;04/06/2026
313;32031313;BTS;brevet de technicien supérieur;BTS banque;;2 ans;bac + 2;38381;3;niveau 5;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.9584;banque, assurances, immobilier/assurances | banque, assurances, immobilier/banque | banque, assurances, immobilier/finances | commerce, marketing, vente/marketing, vente;18/12/2023;12/03/2026
201 | 255 | 326;1702010L;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure d'électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l'Institut polytechnique de Bordeaux spécialité systèmes électroniques embarqués;ENSEIRB-MATMECA;3 ans;bac + 5;36102;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5467;électricité, électronique, robotique/électronique;06/06/2020;14/10/2025
332;;DEUST;diplôme d'études universitaires scientifiques et techniques;DEUST métiers de la cohésion sociale;;2 ans;bac + 2;40068;3;niveau 5;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.10996;santé, social, sport/travail social;23/01/2025;23/01/2025
233;16X23310;;formation d'école spécialisée;architecte d'intérieur (ESMA);;4 ans;bac + 5;39589;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10750;arts, culture, artisanat/arts appliqués;20/11/2024;04/03/2025
323 | 133;;;diplôme d'établissement en art;diplôme arts et techniques du théâtre parcours conception lumière;;3 ans;bac + 5;42005;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.12561;arts, culture, artisanat/arts du spectacle;10/04/2026;10/04/2026
255 | 326 | 201;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique;Polytech;3 ans;bac + 5;35637;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.6888;mécanique/automatismes;15/02/2021;26/06/2026
253;;MSc;Master of Science;MSc aerospace propulsion;;2 ans;bac + 5;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12271;mécanique/aéronautique;16/12/2025;16/12/2025
126;;;licence;licence mention histoire-géographie;;3 ans;bac + 3;;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5033;histoire-géographie, psychologie, sociologie/géographie | histoire-géographie, psychologie, sociologie/histoire;06/06/2020;12/03/2026
230 | 200 | 326;16X23003;;formation d'école spécialisée;ingénieur projet construction;;2 ans;bac + 5;39581;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11449;construction, architecture, travaux publics/bureau d'études BTP | construction, architecture, travaux publics/génie civil | construction, architecture, travaux publics/génie civil, construction (généralités);27/05/2025;27/05/2025
335;44633536;BPJEPS;brevet professionnel de la jeunesse, de l'éducation populaire et du sport;BPJEPS spécialité éducateur sportif mention canoë-kayak et disciplines associées option B : en mer;;1 an;bac ou équivalent;40045;4;niveau 4;Ministère chargé des sports;https://www.onisep.fr/http/redirection/formation/slug/FOR.11139;santé, social, sport/sport;18/02/2025;05/02/2026
133;;;formation d'école spécialisée;certificat de cycle préparatoire instruments et chant;;3 ans;non renseigné;;0;non inscrit au RNCP;Ministère de la Culture et de la communication;https://www.onisep.fr/http/redirection/formation/slug/FOR.2525;arts, culture, artisanat/arts du spectacle;06/06/2020;13/06/2025
126;13512608;;master;master mention mondes médiévaux;;2 ans;bac + 5;40732;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11597;histoire-géographie, psychologie, sociologie/histoire;27/06/2025;20/10/2025
254;46125409;CS;certificat de spécialisation;CS technicien en peinture aéronautique;;1 an;bac + 1;37923;4;niveau 4;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.3336;mécanique/aéronautique | matières premières, fabrication, industries/maintenance, qualité;06/06/2020;11/06/2026
326;16X32699;;formation d'école spécialisée;architecte internet des objets;;2 ans;bac + 5;38474;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10551;mécanique/automatismes | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique | informatique, Internet/systèmes et réseaux;01/10/2024;22/10/2024
243;50024318;CAP;certificat d'aptitude professionnelle;CAP sellerie générale;;2 ans;CAP ou équivalent;39037;5;niveau 3;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.1499;arts, culture, artisanat/artisanat d'art | matières premières, fabrication, industries/textile, habillement;06/06/2020;04/06/2026
227 | 255 | 201;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École CentraleSupélec spécialité génie électrique;CentraleSupélec;3 ans;bac + 5;40467;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.10946;électricité, électronique, robotique/électrotechnique;13/01/2025;12/05/2026
133;13513303;;master;master mention théâtre;;2 ans;bac + 5;39264;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.10360;arts, culture, artisanat/arts du spectacle;23/07/2024;23/07/2024
252;50025223;CAP;certificat d'aptitude professionnelle;CAP maintenance des matériels option C matériels d'espaces verts;;2 ans;CAP ou équivalent;39330;5;niveau 3;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.5710;matières premières, fabrication, industries/maintenance, qualité | mécanique/mécanique (généralités);06/06/2020;04/06/2026
211 | 221 | 110;16021101;;autre diplôme d'État;diplôme national d'oenologue;DNO;2 ans;bac + 5;36955;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.8681;matières premières, fabrication, industries/agroalimentaire;15/03/2023;10/02/2026
227;;;formation d'école spécialisée;Master of Science in Advance Nuclear Waste Management (pour étudiants internationaux);ANWM;2 ans;bac + 5;;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.2185;gestion des entreprises, comptabilité/administration de l'entreprise | environnement, énergies, propreté/énergies | armée, sécurité/sécurité, prévention;06/06/2020;24/02/2026
133;;;formation d'école spécialisée;préparation à l'entrée dans les écoles nationales de cirque;;1 an;bac ou équivalent;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.3280;arts, culture, artisanat/arts du spectacle;06/06/2020;10/12/2025
326;;;formation d'école spécialisée;bachelor en intelligence artificielle;IA;3 ans;bac + 3;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11081;informatique, Internet/bases de données | informatique, Internet/développement, programmation, logiciel | informatique, Internet/informatique (généralités);04/02/2025;20/01/2026
252;50025226;CAP;certificat d'aptitude professionnelle;CAP maintenance des véhicules option véhicules de transport routier;MV;2 ans;CAP ou équivalent;40997;5;niveau 3;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.11282;mécanique/automobile | matières premières, fabrication, industries/maintenance, qualité | mécanique/mécanique (généralités);03/04/2025;28/04/2026
110;;;classe de mise à niveau post bac;mise à niveau pour les études supérieures scientifiques;MNESS;1 an;bac + 1;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.4096;sciences/biologie | sciences/chimie | lettres, langues, enseignement/formations généralistes | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique | sciences/sciences de la Terre;06/06/2020;29/10/2024
242;16024201;;formation d'école spécialisée;directeur de création mode et industries créatives;;2 ans;bac + 5;39427;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10525;matières premières, fabrication, industries/textile, habillement;18/09/2024;19/09/2024
315;;;formation d'école spécialisée;collaborateur paie;;1 an;bac + 2;40670;3;niveau 5;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.11500;gestion des entreprises, comptabilité/comptabilité | gestion des entreprises, comptabilité/ressources humaines;12/06/2025;12/06/2025
311;16C31101;;formation d'école spécialisée;manager transport logistique et commerce international;;2 ans;bac + 5;35748;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.7463;commerce, marketing, vente/commerce international | logistique, transport/logistique | logistique, transport/transport;08/02/2022;02/02/2024
251 | 200 | 201;25125102;BUT;bachelor universitaire de technologie;BUT génie mécanique et productique parcours conception et production durables;;3 ans;bac + 3;41581;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.7893;mécanique/automatismes | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique industrielle et technologique | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation;16/07/2022;12/03/2026
335;;;diplôme professionnel de l'animation et du sport;brevet national de pisteur secouriste 3e degré option ski alpin;BNPS;1 an;non renseigné;;0;non inscrit au RNCP;Ministère de l'Intérieur;https://www.onisep.fr/http/redirection/formation/slug/FOR.6627;santé, social, sport/paramédical | armée, sécurité/sécurité, prévention | santé, social, sport/sport;16/10/2020;26/03/2026
221 | 312 | 331;17022103;;diplôme d'ingénieur;diplôme d'ingénieur de l'Institut Polytechnique UniLaSalle spécialité agroalimentation et santé;UniLaSalle;3 ans;bac + 5;40931;1;niveau 7;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;https://www.onisep.fr/http/redirection/formation/slug/FOR.11850;agriculture, animaux/agriculture (généralités) | matières premières, fabrication, industries/agroalimentaire | sciences/biologie | agriculture, animaux/développement agricole | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | histoire-géographie, psychologie, sociologie/géographie | commerce, marketing, vente/grande distribution et petits commerces | mécanique/machinisme agricole | matières premières, fabrication, industries/méthodes industrialisation | santé, social, sport/santé (généralités) | sciences/sciences de la Terre;15/09/2025;21/11/2025
335;23633502;DESJEPS;diplôme d'État supérieur de la jeunesse, de l'éducation populaire et du sport;DESJEPS spécialité performance sportive mention escrime;;2 ans;bac + 3;40453;2;niveau 6;Ministère chargé des sports;https://www.onisep.fr/http/redirection/formation/slug/FOR.11484;santé, social, sport/sport;05/06/2025;26/06/2025
333;;DU;diplôme d'université;DU diplôme d'aptitude à l'enseignement du français langue étrangère;DAEFLE;1 an;bac + 2;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.2236;lettres, langues, enseignement/enseignement | lettres, langues, enseignement/langues;06/06/2020;04/01/2023
344;25134401;BUT;bachelor universitaire de technologie;BUT hygiène sécurité environnement parcours science du danger et management des risques professionnels, technologiques et environnementaux;HSE;3 ans;bac + 3;41602;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.7880;sciences/chimie | environnement, énergies, propreté/déchets, pollutions et risques | matières premières, fabrication, industries/méthodes industrialisation | environnement, énergies, propreté/propreté | armée, sécurité/sécurité, prévention;12/07/2022;12/03/2026
251 | 254;26X25101;;formation d'école spécialisée;projeteur en ingénierie d'installation générale industrielle;;1 an;bac + 3;39380;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10922;matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/méthodes industrialisation | armée, sécurité/sécurité, prévention;08/01/2025;07/02/2025
200 | 113 | 344;17020027;;diplôme d'ingénieur;diplôme d'ingénieur de l'École supérieure Angevine d'informatique et de productique spécialité gestion des risques et environnement;ESAIP;3 ans;bac + 5;35567;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5863;environnement, énergies, propreté/aménagement du territoire | mécanique/construction navale | environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/méthodes industrialisation | sciences/physique | environnement, énergies, propreté/propreté | santé, social, sport/santé (généralités) | armée, sécurité/sécurité, prévention | santé, social, sport/sport;06/06/2020;05/02/2026
;;CPI;cycle préparatoire intégré;cycle préparatoire intégré UTBM - tronc commun;UTBM;2 ans;bac + 2;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9136;sciences/chimie | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | sciences/mathématiques | matières premières, fabrication, industries/méthodes industrialisation | sciences/physique;01/09/2023;12/02/2026
200;;;diplôme d'ingénieur;diplôme d'ingénieur de l'EPF spécialité production et automatique (formation Franco-Allemande);EPF;5 ans;bac + 5;;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11404;mécanique/automatismes | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | logistique, transport/logistique | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/méthodes industrialisation;14/05/2025;12/05/2026
210;36321002;CS;certificat de spécialisation (agriculture);CS hydraulique agricole;;1 an;bac + 3;39678;3;niveau 5;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;https://www.onisep.fr/http/redirection/formation/slug/FOR.531;environnement, énergies, propreté/énergies | environnement, énergies, propreté/gestion de l'eau | sciences/sciences de la Terre;06/06/2020;16/06/2026
255;46125510;CS;certificat de spécialisation;CS production et réparation de produits électroniques;;1 an;bac + 1;37569;4;niveau 4;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.8504;électricité, électronique, robotique/électronique | matières premières, fabrication, industries/maintenance, qualité;31/01/2023;12/05/2026
201;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École polytechnique universitaire de l'université Lyon I spécialité mathématiques appliquées;Polytech;3 ans;bac + 5;42234;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5393;matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | sciences/mathématiques | mécanique/mécanique (généralités);06/06/2020;24/06/2026
310;34631001;;formation d'école spécialisée;entrepreneur de petite entreprise;;2 ans;bac + 2;39745;3;niveau 5;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10988;gestion des entreprises, comptabilité/administration de l'entreprise;22/01/2025;18/02/2026
222 | 200 | 111;1702220N;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure des ingénieurs en arts chimiques et technologiques de l'INP de Toulouse spécialité génie des procédés;ENSIACET;3 ans;bac + 5;38377;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5702;matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/méthodes industrialisation;06/06/2020;16/04/2026
;;;formation d'école spécialisée;cycle pluridisciplinaire d'études supérieures - Sciences et société;CPES;3 ans;bac + 3;;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.10650;sciences/chimie | économie, droit, politique/droit (généralités) | histoire-géographie, psychologie, sociologie/géographie | histoire-géographie, psychologie, sociologie/histoire | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique | économie, droit, politique/sciences économiques | histoire-géographie, psychologie, sociologie/sciences sociales;29/10/2024;20/03/2026
210 | 221 | 200 | 220;17021007;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale vétérinaire, agroalimentaire et de l'alimentation, Nantes-Atlantique;Oniris;3 ans;bac + 5;36032;1;niveau 7;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;https://www.onisep.fr/http/redirection/formation/slug/FOR.1309;matières premières, fabrication, industries/agroalimentaire | sciences/biologie | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/fonction production (généralités) | santé, social, sport/santé (généralités);06/06/2020;15/06/2026
320 | 323;26032002;;diplôme d'école de commerce visé (bac + 3);diplôme d'études supérieures en communication multimédia;DESCM;3 ans;bac + 3;39676;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.9794;information-communication, audiovisuel/communication | information-communication, audiovisuel/multimédia;07/02/2024;12/05/2026
210;46421004;;formation d'école spécialisée;technicien entrepreneur en agriculture;;1 an;bac ou équivalent;37612;4;niveau 4;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9072;agriculture, animaux/agriculture (généralités) | agriculture, animaux/développement agricole;12/07/2023;21/01/2026
326;17032607;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure d'ingénieurs de Bretagne-Sud de l'université de Bretagne-Sud spécialité sécurité des systèmes d'information et cybersécurité en partenariat avec l'ITII Bretagne;ENSIBS;3 ans;bac + 5;;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.8290;armée, sécurité/défense publique | information-communication, audiovisuel/multimédia | armée, sécurité/sécurité, prévention | informatique, Internet/systèmes et réseaux;07/12/2022;26/06/2026
227;;mastère spé.;mastère spécialisé;mastère spé. expert en projets et production d'énergies renouvelables;;1 an;bac + 6;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9808;environnement, énergies, propreté/énergies;08/02/2024;02/05/2024
220;;;diplôme d'ingénieur;diplôme d'ingénieur de l'école supérieure d'ingénieurs en innovation technologique (ESITech) de l'université de Rouen spécialité génie biologique en convention avec l'INSA de Rouen;ESITech;3 ans;bac + 5;40733;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11772;sciences/biologie | sciences/chimie | matières premières, fabrication, industries/fonction production (généralités) | santé, social, sport/médical | matières premières, fabrication, industries/méthodes industrialisation | santé, social, sport/santé (généralités);28/08/2025;19/01/2026
128;;DU;diplôme d'université;DU sécurité et défense;;1 an;bac + 3;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.4190;économie, droit, politique/droit public;06/06/2020;25/02/2026
243;40224301;BNMA;brevet national des métiers d'art;BNMA maroquinerie de haute facture option maroquinerie;;3 ans;bac ou équivalent;;4;niveau 4;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.12464;arts, culture, artisanat/artisanat d'art | arts, culture, artisanat/arts graphiques | matières premières, fabrication, industries/textile, habillement;19/02/2026;20/05/2026
200 | 227;16X20017;mastère spé.;mastère spécialisé;mastère spé. expert en sûreté nucléaire;;1 an;bac + 6;38458;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.2964;environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | armée, sécurité/sécurité, prévention;06/06/2020;05/02/2025
335;;;formation d'école spécialisée;conseiller technique ski;;1 an;bac ou équivalent;41796;4;niveau 4;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12608;matières premières, fabrication, industries/génie industriel | commerce, marketing, vente/marketing, vente | santé, social, sport/sport;04/05/2026;20/05/2026
116;25011601;;licence professionnelle;licence pro mention chimie analytique, contrôle, qualité, environnement;;1 an;bac + 3;40539;2;niveau 6;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.11455;sciences/chimie | environnement, énergies, propreté/déchets, pollutions et risques | matières premières, fabrication, industries/maintenance, qualité;27/05/2025;20/10/2025
114 | 326;;;diplôme d'ingénieur;diplôme d'ingénieur de l'École polytechnique universitaire de l'université de Tours spécialité informatique;Polytech;3 ans;bac + 5;40122;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.5359;informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique | sciences/mathématiques | informatique, Internet/systèmes et réseaux;06/06/2020;26/06/2026
;;;formation d'école spécialisée;artiste interprète théâtre et cinéma;;2 ans;bac + 2;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.6841;arts, culture, artisanat/arts du spectacle | information-communication, audiovisuel/audiovisuel;29/01/2021;30/01/2023
252;;;classe de mise à niveau (accès en STS);classe de mise à niveau pour entrer en BTS maritime maintenance des systèmes électro-navals;;1 an;bac + 1;;0;non inscrit au RNCP;Ministère chargé de l'Éducation nationale;https://www.onisep.fr/http/redirection/formation/slug/FOR.3707;mécanique/construction navale | électricité, électronique, robotique/électrotechnique | matières premières, fabrication, industries/maintenance, qualité | logistique, transport/transport;06/06/2020;11/06/2026
300 | 312 | 320;16X30001;;formation d'école spécialisée;manager de la stratégie marketing digitale (ISEG);;5 ans;bac + 5;37782;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9104;commerce, marketing, vente/marketing, vente;16/08/2023;25/06/2026
310;46M31001;;formation d'école spécialisée;adjoint de dirigeant d'entreprise artisanale;;1 an;bac ou équivalent;38289;4;niveau 4;Chambres de métiers et de l'artisanat;https://www.onisep.fr/http/redirection/formation/slug/FOR.9413;gestion des entreprises, comptabilité/administration de l'entreprise;06/12/2023;22/04/2024
210;36321007;CS;certificat de spécialisation (agriculture);CS responsable technico-commercial : agrofournitures;TC;1 an;bac + 3;38852;3;niveau 5;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;https://www.onisep.fr/http/redirection/formation/slug/FOR.2285;agriculture, animaux/agriculture (généralités) | agriculture, animaux/développement agricole | commerce, marketing, vente/marketing, vente;06/06/2020;11/06/2026
320;;;formation d'école spécialisée;responsable de la communication et de l'image de mode;;3 ans;bac + 3;41741;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12744;arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/communication;19/06/2026;19/06/2026
220 | 300 | 343;;;formation d'école spécialisée;technicien valoriste du réemploi;;1 an;bac ou équivalent;37826;4;niveau 4;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12452;environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/environnement (généralités);17/02/2026;10/04/2026
312;26X31243;;formation d'école spécialisée;manager dans l'univers de la beauté;;1 an;bac + 3;35266;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.7253;santé, social, sport/esthétique | commerce, marketing, vente/marketing, vente;17/11/2021;07/10/2024
227 | 110;17022713;;diplôme d'ingénieur;diplôme d'ingénieur de l'École d'ingénieurs de l'université de Caen spécialité génie énergétique;ESIX;3 ans;bac + 5;39047;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.9383;environnement, énergies, propreté/énergies;04/12/2023;20/05/2026
312;26C31204;;formation d'école spécialisée;responsable opérationnel achats approvisionnements;;3 ans;bac + 3;37169;2;niveau 6;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.8420;commerce, marketing, vente/achat, approvisionnement | commerce, marketing, vente/marketing, vente;17/01/2023;17/01/2023
310;16X31070;;formation d'école spécialisée;manager en projets internationaux;;1 an;bac + 5;39993;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.12219;gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/commerce international;28/11/2025;28/11/2025
330 | 332;16X33003;mastère spé.;mastère spécialisé;mastère spé. management des structures et activités innovantes en santé;;1 an;bac + 6;37614;1;niveau 7;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.9043;santé, social, sport/santé (généralités);05/07/2023;17/02/2025
230;;;formation d'école spécialisée;formation d'assistant en architecture;;3 ans;bac + 3;;0;non inscrit au RNCP;non renseigné;https://www.onisep.fr/http/redirection/formation/slug/FOR.736;construction, architecture, travaux publics/architecture;06/06/2020;02/10/2020
201;1702010S;;diplôme d'ingénieur;diplôme d'ingénieur de l'École nationale supérieure de physique, électronique et matériaux de l'Institut polytechnique de Grenoble spécialité microélectronique et télécommunications en partenariat avec l'ITII Dauphiné-Vivarais;Phelma;3 ans;bac + 5;40771;1;niveau 7;Ministère de l'Enseignement supérieur et de la Recherche;https://www.onisep.fr/http/redirection/formation/slug/FOR.6240;informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | informatique, Internet/informatique industrielle et technologique | mécanique/mécanique (généralités) | électricité, électronique, robotique/télécommunications;06/06/2020;14/11/2025
