session;contrat_etab;cod_uai;g_ea_lib_vx;dep;dep_lib;region_etab_aff;acad_mies;select_form;fili;lib_comp_voe_ins;form_lib_voe_acc;regr_forma;fil_lib_voe_acc;detail_forma;lien_form_psup;g_olocalisation_des_formations;capa_fin;voe_tot;voe_tot_f;nb_voe_pp;nb_voe_pp_internat;nb_voe_pp_bg;nb_voe_pp_bg_brs;nb_voe_pp_bt;nb_voe_pp_bt_brs;nb_voe_pp_bp;nb_voe_pp_bp_brs;nb_voe_pp_at;nb_voe_pc;nb_voe_pc_bg;nb_voe_pc_bt;nb_voe_pc_bp;nb_voe_pc_at;nb_cla_pp;nb_cla_pc;nb_cla_pp_internat;nb_cla_pp_pasinternat;nb_cla_pp_bg;nb_cla_pp_bg_brs;nb_cla_pp_bt;nb_cla_pp_bt_brs;nb_cla_pp_bp;nb_cla_pp_bp_brs;nb_cla_pp_at;prop_tot;acc_tot;acc_tot_f;acc_pp;acc_pc;acc_debutpp;acc_datebac;acc_finpp;acc_internat;acc_brs;acc_neobac;acc_bg;acc_bt;acc_bp;acc_at;acc_mention_nonrenseignee;acc_sansmention;acc_ab;acc_b;acc_tb;acc_bg_mention;acc_bt_mention;acc_bp_mention;acc_term;acc_term_f;acc_aca_orig;acc_aca_orig_idf;pct_acc_debutpp;pct_acc_datebac;pct_acc_finpp;pct_f;pct_aca_orig;pct_aca_orig_idf;pct_etab_orig;pct_bours;pct_neobac;pct_mention_nonrenseignee;pct_sansmention;pct_ab;pct_b;pct_tb;pct_bg;pct_bg_mention;pct_bt;pct_bt_mention;pct_bp;pct_bp_mention;prop_tot_bg;prop_tot_bg_brs;prop_tot_bt;prop_tot_bt_brs;prop_tot_bp;prop_tot_bp_brs;prop_tot_at;lib_grp1;ran_grp1;lib_grp2;ran_grp2;lib_grp3;ran_grp3;lib_grp4;ran_grp4;lib_grp5;ran_grp5;taux_adm_psup;taux_adm_psup_pro;taux_adm_psup_gen;taux_adm_psup_techno;tri;cod_aff_form
2020;Public;0760054W;Lycée Porte-Océane;76;Seine-Maritime;Normandie;Normandie;formation selective;BTS;Lycée Porte-Océane - BTS - Services - Banque conseiller de clientèle;BTS - Services;;Banque conseiller de clientèle;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=9573&g_ta_cod=9573;49.4885, 0.10547;35;901;526;901;;145;39;235;98;134;64;387;0;0;0;0;0;610;0;;;134;32;209;81;124;56;143;192;34;23;34;0;3.0;27.0;31.0;;7;24;7;10;7;10;0;6;13;5;0;5;8;5;4;2;21;21;8.82;79.41;91.18;67.65;87.5;87.5;16.67;29.17;70.59;0.0;25.0;54.166666666666664;20.833333333333336;0.0;29.166666666666668;20.83;41.66666666666667;33.33;29.166666666666668;20.83;50.0;13.0;90.0;26.0;31.0;15.0;21.0;Bacheliers technologiques toutes séries;147.0;Tous les candidats sauf les Bac technologiques et Bac professionnels;85;Bacheliers professionnels toutes séries;51;;;;;31.0;24.0;24.0;53.0;2_Lycées;9573
2020;Public;0623903F;Lycée professionnel maritime et aquacole;62;Pas-de-Calais;Hauts-de-France;Lille;formation selective;BTS;Lycée professionnel maritime et aquacole - BTS - Maritime - Pêche et gestion de l'environnement marin;BTS - Maritime;;Pêche et gestion de l'environnement marin;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=23490&g_ta_cod=23490;50.7198, 1.5864;13;58;6;57;;0;0;0;0;46;11;11;1;0;0;0;1;57;1;;;0;0;0;0;46;11;11;44;14;1;13;1;0.0;9.0;10.0;;4;12;0;0;12;2;0;1;9;2;0;0;0;11;1;0;1;1;0.0;64.29;71.43;7.14;8.33;8.33;8.33;33.33;85.71;0.0;8.333333333333332;75.0;16.666666666666664;0.0;0.0;0.0;0.0;0.0;100.0;91.67;0.0;0.0;0.0;0.0;34.0;10.0;10.0;Bacheliers professionnels toutes séries;36.0;Tous les candidats sauf les Bac professionnels;6;;;;;;;74.0;100.0;0.0;0.0;2_Lycées;23490
2020;Public;0620063G;Lycée Sophie Berthelot;62;Pas-de-Calais;Hauts-de-France;Lille;formation selective;BTS;Lycée Sophie Berthelot - BTS - Services - Banque conseiller de clientèle;BTS - Services;;Banque conseiller de clientèle;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=7364&g_ta_cod=7364;50.9474, 1.8424;35;522;287;509;;106;37;111;40;49;29;243;13;6;2;0;5;238;5;;;83;29;69;22;29;18;57;134;30;25;27;3;14.0;27.0;27.0;;6;24;16;5;3;6;0;8;9;7;0;10;3;3;4;4;24;24;46.67;90.0;90.0;83.33;100.0;100.0;16.67;25.0;80.0;0.0;33.33333333333333;37.5;29.166666666666668;0.0;66.66666666666666;41.67;20.833333333333336;12.5;12.5;12.5;50.0;12.0;34.0;10.0;9.0;7.0;41.0;Bacheliers professionnels toutes séries;18.0;Tous les candidats sauf les Bac professionnels;160;;;;;;;35.0;13.0;67.0;20.0;2_Lycées;7364
2020;Public;0020059D;Lycée Gérard de Nerval;02;Aisne;Hauts-de-France;Amiens;formation selective;BTS;Lycée Gérard de Nerval - BTS - Services - Support à l'action managériale;BTS - Services;;Support à l'action managériale;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=2070&g_ta_cod=2070;49.3859, 3.32373;35;298;188;275;;27;12;67;27;80;39;101;23;0;0;16;7;159;4;;;26;11;52;21;61;31;20;106;33;28;32;1;16.0;30.0;31.0;;15;29;6;10;13;4;0;10;12;7;0;2;6;11;11;11;27;27;48.48;90.91;93.94;84.85;93.1;93.1;37.93;51.72;87.88;0.0;34.48275862068966;41.37931034482759;24.137931034482758;0.0;20.689655172413794;6.9;34.48275862068966;20.69;44.827586206896555;37.93;15.0;4.0;27.0;12.0;50.0;23.0;14.0;Tous les candidats sauf les Bac professionnels;81.0;Bacheliers professionnels toutes séries;62;;;;;;;52.0;45.0;21.0;33.0;2_Lycées;2070
2020;Public;0290012F;Lycée Vauban;29;Finistère;Bretagne;Rennes;formation selective;CPGE;Lycée Vauban - CPGE - PTSI;Classe préparatoire scientifique;;PTSI;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=3764&g_ta_cod=3764;48.4075, -4.48218;40;522;138;497;306;322;41;0;0;1;0;174;25;11;0;0;14;291;4;33;280;263;33;0;0;0;0;28;223;20;4;20;0;12.0;20.0;20.0;6;5;19;19;0;0;1;0;1;4;13;1;18;0;0;1;0;19;19;60.0;100.0;100.0;20.0;100.0;100.0;5.26;26.32;95.0;0.0;5.263157894736842;21.052631578947366;68.42105263157895;5.263157894736842;100.0;94.74;0.0;0.0;0.0;0.0;201.0;24.0;0.0;0.0;0.0;0.0;22.0;Tous les candidats;290.0;;;;;;;;;58.0;0.0;100.0;0.0;2_Lycées;3764
2020;Public;0782539L;Lycée Saint Exupéry;78;Yvelines;Ile-de-France;Versailles;formation selective;CPGE;Lycée Saint Exupéry - CPGE - ECE - Option économique;Classe préparatoire économique et commerciale;;ECE - Option économique;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=10026&g_ta_cod=10026;48.9974, 1.69372;35;244;129;219;0;174;43;5;1;1;1;39;25;16;1;1;7;156;5;0;156;154;38;0;0;0;0;2;146;26;14;24;2;16.0;24.0;26.0;0;7;25;25;0;0;1;0;2;7;13;3;23;0;0;8;3;21;22;61.54;92.31;100.0;53.85;84.0;88.0;32;28.0;96.15;0.0;8.0;28.000000000000004;52.0;12.0;100.0;92.0;0.0;0.0;0.0;0.0;143.0;37.0;0.0;0.0;0.0;0.0;3.0;Tous les candidats;156.0;;;;;;;;;71.0;;;;2_Lycées;10026
2020;Privé sous contrat d'association;0740283F;ISETA de Poisy;74;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;formation selective;BTS;ISETA de Poisy - BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;BTS - Agricole;;Analyse, conduite et stratégie de l'entreprise agricole;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=8890&g_ta_cod=8890;45.9257, 6.07;32;91;41;82;;13;2;35;6;22;6;12;9;3;3;0;3;73;7;;;13;2;33;6;21;6;6;73;21;8;18;3;9.0;17.0;20.0;;3;18;4;10;4;3;0;7;9;2;0;1;6;4;6;1;11;11;42.86;80.95;95.24;38.1;61.11;61.11;33.33;16.67;85.71;0.0;38.88888888888889;50.0;11.11111111111111;0.0;22.22222222222222;5.56;55.55555555555556;33.33;22.22222222222222;22.22;14.0;3.0;31.0;5.0;20.0;6.0;8.0;Bacheliers professionnels toutes séries;21.0;Bacheliers technologiques toutes séries;36;Tous les candidats sauf les Bac technologiques et Bac professionnels;15;;;;;88.0;19.0;29.0;52.0;2_Lycées;8890
2020;Privé sous contrat d'association;0131485U;Lycée professionnel LE ROCHER;13;Bouches-du-Rhône;Provence Alpes Côte d'Azur;Aix-Marseille;formation selective;BTS;Lycée professionnel LE ROCHER - BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;BTS - Services;;Métiers de l'esthétique-cosmétique-parfumerie;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=18011&g_ta_cod=18011;43.6449, 5.09495;18;326;323;326;;61;15;115;35;69;21;81;0;0;0;0;0;262;0;;;53;12;89;25;49;18;71;85;16;16;16;0;2.0;14.0;15.0;;3;12;0;4;8;4;0;5;3;3;1;0;2;5;4;4;11;11;12.5;87.5;93.75;100.0;91.67;91.67;33.33;25.0;75.0;0.0;41.66666666666667;25.0;25.0;8.333333333333332;0.0;0.0;33.33333333333333;16.67;66.66666666666666;41.67;20.0;4.0;20.0;7.0;19.0;6.0;26.0;Bacheliers professionnels toutes séries;23.0;Tous les candidats sauf les Bac technologiques et Bac professionnels;34;Bacheliers technologiques toutes séries;44;;;;;31.0;50.0;19.0;31.0;2_Lycées;18011
2020;Privé sous contrat d'association;0881452A;Ecole d'horticulture et de paysage;88;Vosges;Grand Est;Nancy-Metz;formation selective;BTS;Ecole d'horticulture et de paysage - BTS - Agricole - Production horticole;BTS - Agricole;;Production horticole;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=13849&g_ta_cod=13849;48.386, 6.60324;24;84;37;72;;13;0;19;1;18;6;22;12;0;2;2;8;62;7;;;13;0;18;1;16;4;15;61;8;3;4;4;1.0;4.0;7.0;;1;3;0;1;2;5;0;1;1;1;0;0;0;2;2;1;2;2;12.5;50.0;87.5;37.5;66.67;66.67;66.67;33.33;37.5;0.0;33.33333333333333;33.33333333333333;33.33333333333333;0.0;0.0;0.0;33.33333333333333;0.0;66.66666666666666;66.67;12.0;0.0;16.0;1.0;17.0;4.0;16.0;Bacheliers professionnels toutes séries;17.0;Bacheliers technologiques toutes séries;21;Tous les candidats sauf les Bac technologiques et Bac professionnels;24;;;;;86.0;25.0;38.0;38.0;2_Lycées;13849
2020;Privé sous contrat d'association;0211090W;Lycée saint bénigne;21;Côte-d'or;Bourgogne-Franche-Comté;Dijon;formation selective;BTS;Lycée saint bénigne - BTS - Services - Comptabilité et gestion;BTS - Services;;Comptabilité et gestion;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=3223&g_ta_cod=3223;47.3302, 5.01753;33;408;196;400;;98;19;90;24;61;24;151;8;0;0;5;3;266;0;;;83;16;65;14;36;11;82;163;32;18;32;0;18.0;27.0;30.0;;4;18;7;6;5;14;0;6;9;1;2;2;6;4;4;1;17;17;56.25;84.38;93.75;56.25;94.44;94.44;22.22;22.22;56.25;0.0;33.33333333333333;50.0;5.555555555555555;11.11111111111111;38.88888888888889;11.11;33.33333333333333;33.33;27.77777777777778;22.22;49.0;11.0;38.0;9.0;30.0;7.0;46.0;Bacheliers professionnels toutes séries;42.0;Tous les candidats sauf les Bac professionnels;149;;;;;;;48.0;25.0;44.0;31.0;2_Lycées;3223
2020;Public;0760087G;Lycée professionnel Jean-Baptiste Colbert;76;Seine-Maritime;Normandie;Normandie;formation selective;BTS;Lycée professionnel Jean-Baptiste Colbert - BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production;BTS - Production;;Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=17928&g_ta_cod=17928;49.4211, 1.05206;15;55;6;42;;3;0;17;1;15;4;7;13;0;7;0;6;39;6;;;3;0;16;1;15;4;5;42;12;2;8;4;5.0;8.0;11.0;;0;8;0;6;2;4;0;4;2;1;1;0;3;1;1;0;6;6;41.67;66.67;91.67;16.67;75.0;75.0;12.5;0.0;66.67;0.0;50.0;25.0;12.5;12.5;0.0;0.0;75.0;37.5;25.0;12.5;3.0;0.0;16.0;1.0;14.0;3.0;9.0;Tous les candidats sauf les Bac technologiques et Bac professionnels;5.0;Bacheliers technologiques toutes séries;18;Bacheliers professionnels toutes séries;16;;;;;93.0;42.0;8.0;50.0;2_Lycées;17928
2020;Public;0910620E;Lycée Robert Doisneau;91;Essonne;Ile-de-France;Versailles;formation selective;BTS;Lycée Robert Doisneau - BTS - Services - Comptabilité et gestion;BTS - Services;;Comptabilité et gestion;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=10847&g_ta_cod=10847;48.6124, 2.46307;34;578;288;578;;51;14;207;77;166;86;154;0;0;0;0;0;300;0;;;47;14;96;31;88;45;69;120;37;23;37;0;6.0;32.0;37.0;;14;29;4;14;11;8;0;5;16;7;1;2;13;9;11;8;25;27;16.22;86.49;100.0;62.16;86.21;93.1;37.93;48.28;78.38;0.0;17.24137931034483;55.172413793103445;24.137931034482758;3.4482758620689653;13.793103448275861;6.9;48.275862068965516;44.83;37.93103448275862;31.03;17.0;9.0;45.0;15.0;40.0;21.0;18.0;Bacheliers technologiques toutes séries;69.0;Bacheliers professionnels toutes séries;65;Tous les candidats sauf les Bac technologiques et Bac professionnels;29;;;;;28.0;30.0;16.0;54.0;2_Lycées;10847
2020;Public;0600048B;Lycée professionnel Donation De Rothschild;60;Oise;Hauts-de-France;Amiens;formation selective;Autre formation;Lycée professionnel Donation De Rothschild - Mention complémentaire - Aéronautique option avions à moteur à turbines;Mention complémentaire;;Aéronautique option avions à moteur à turbines;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=23492&g_ta_cod=23492;49.2362, 2.45825;10;64;2;60;;0;0;0;0;58;12;2;4;0;1;2;1;34;1;;;0;0;0;0;32;5;2;29;6;0;6;0;3.0;5.0;6.0;;1;5;0;0;5;1;0;1;2;1;1;0;0;4;;;4;4;50.0;83.33;100.0;0.0;80.0;80.0;;20.0;83.33;0.0;20.0;40.0;20.0;20.0;0.0;0.0;0.0;0.0;100.0;80.0;0.0;0.0;1.0;0.0;27.0;4.0;1.0;Tous les candidats;33.0;;;;;;;;;55.0;100.0;0.0;0.0;3_Autres formations;23492
2020;Privé enseignement supérieur;0380272Z;EGC Nord-Isère;38;Isère;Auvergne-Rhône-Alpes;Grenoble;formation selective;Ecole de Commerce;EGC Nord-Isère - Formation des écoles de commerce et de management Bac + 3;Formation des écoles de commerce et de management;;Formation des écoles de commerce et de management Bac + 3;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=12042&g_ta_cod=12042;45.6274, 5.16541;35;63;22;38;;25;1;8;1;2;1;3;25;7;10;1;7;35;9;;;23;1;7;1;2;1;3;44;24;4;18;6;18.0;18.0;22.0;;3;18;12;5;1;6;0;11;4;3;0;4;2;1;;;14;14;75.0;75.0;91.67;16.67;77.78;77.78;;16.67;75.0;0.0;61.111111111111114;22.22222222222222;16.666666666666664;0.0;66.66666666666666;22.22;27.77777777777778;11.11;5.555555555555555;5.56;26.0;1.0;9.0;2.0;2.0;1.0;7.0;Tous les candidats;35.0;;;;;;;;;92.0;4.0;58.0;38.0;3_Autres formations;12042
2020;Public;9720003W;Lycée Bellevue;972;Martinique;Martinique;Martinique;formation selective;Autre formation;Lycée Bellevue - DTS Imagerie médicale et radiologie thérapeutique;D.E secteur sanitaire;;DTS Imagerie médicale et radiologie thérapeutique;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=18796&g_ta_cod=18796;14.6039, -61.0833;10;302;223;302;;91;23;97;52;9;5;105;0;0;0;0;0;32;0;;;12;4;14;11;0;0;6;27;11;8;11;0;2.0;11.0;11.0;;3;8;5;3;0;3;0;0;3;5;0;5;3;0;;;7;7;18.18;100.0;100.0;72.73;87.5;87.5;;37.5;72.73;0.0;0.0;37.5;62.5;0.0;62.5;62.5;37.5;37.5;0.0;0.0;10.0;4.0;12.0;9.0;0.0;0.0;5.0;Tous les candidats;32.0;;;;;;;;;11.0;0.0;64.0;36.0;3_Autres formations;18796
2020;Public;0340838B;I.U.T de Montpellier;34;Hérault;Occitanie;Montpellier;formation selective;Autre formation;I.U.T de Montpellier - Diplôme d'Université - AccES;Diplôme d'Université;;Diplôme d'Université;AccES;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=30667&g_ta_cod=30667;43.6362, 3.85107;28;6;2;0;;0;0;0;0;0;0;0;6;1;0;1;4;0;0;;;0;0;0;0;0;0;0;4;2;0;0;0;0.0;0.0;0.0;;0;1;0;1;0;1;0;1;0;0;0;0;0;0;;;1;1;0.0;0.0;0.0;0.0;100.0;100.0;;0.0;50.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;;;;;;;;;;;;0.0;0.0;100.0;3_Autres formations;30667
2020;Public;0670087F;Lycée Alexandre Dumas (Hotelier);67;Bas-Rhin;Grand Est;Strasbourg;formation selective;Autre formation;Lycée Alexandre Dumas (Hotelier) - Mise à niveau - Hôtellerie restauration;Mise à niveau;;Hôtellerie restauration;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=7958&g_ta_cod=7958;48.5285, 7.71101;70;398;247;398;;181;22;54;12;26;5;137;0;0;0;0;0;395;0;;;180;21;54;12;26;5;135;257;66;40;66;0;13.0;57.0;58.0;;3;44;31;8;5;22;0;18;19;7;0;18;3;5;;;34;34;19.7;86.36;87.88;60.61;77.27;77.27;;6.82;66.67;0.0;40.909090909090914;43.18181818181818;15.909090909090908;0.0;70.45454545454545;40.91;18.181818181818183;6.82;11.363636363636363;11.36;131.0;17.0;35.0;7.0;22.0;4.0;69.0;Tous les candidats;279.0;;;;;;;;;70.0;11.0;73.0;17.0;3_Autres formations;7958
2020;Privé enseignement supérieur;0642008K;CESI Ecole d'ingénieurs - Pau;64;Pyrénées-Atlantiques;Nouvelle-Aquitaine;Bordeaux;formation selective;Ecole d'Ingénieur;CESI Ecole d?Ingénieurs ? Direction générale (Paris La Défense) - Formation d'ingénieur Bac + 5 - Cycle Préparatoire Intégré - Spécialité Généraliste, BTP, Informatique, Systèmes embarqués;Formations  des écoles d'ingénieurs;CESI Ecole d?Ingénieurs ? Direction générale (Paris La Défense);Formation d'ingénieur Bac + 5;Cycle Préparatoire Intégré - Spécialité Généraliste, BTP, Informatique, Systèmes embarqués;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=24488&g_ta_cod=25167;43.3176, -0.30903;50;610;80;585;;460;49;69;17;0;0;56;25;14;2;0;9;507;7;;;411;42;60;14;0;0;36;181;29;3;25;4;11.0;25.0;27.0;;2;27;22;5;0;2;0;5;17;4;1;18;4;0;;;20;20;37.93;86.21;93.1;10.34;74.07;74.07;;7.41;93.1;0.0;18.51851851851852;62.96296296296296;14.814814814814813;3.7037037037037033;81.48148148148148;66.67;18.51851851851852;14.81;0.0;0.0;130.0;11.0;23.0;5.0;0.0;0.0;28.0;Tous les candidats;507.0;;;;;;;;;87.0;0.0;83.0;17.0;3_Autres formations;25167
2020;Public;0681689S;IFSI Rouffach;68;Haut-Rhin;Grand Est;Strasbourg;formation selective;IFSI;Regroupement d'IFSI Université Strasbourg - D.E Infirmier;D.E secteur sanitaire;;D.E Infirmier;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=23000&g_ta_cod=23246;47.9513, 7.28818;41;2412;2064;2412;;399;68;511;160;251;91;1251;0;0;0;0;0;2178;0;;;393;66;459;137;209;67;1117;451;45;41;45;0;5.0;31.0;37.0;;3;26;8;11;7;19;0;1;10;9;6;7;11;7;;;25;25;11.11;68.89;82.22;91.11;96.15;96.15;;11.54;57.78;0.0;3.8461538461538463;38.46153846153847;34.61538461538461;23.076923076923077;30.76923076923077;26.92;42.30769230769231;42.31;26.923076923076923;26.92;107.0;18.0;102.0;27.0;34.0;11.0;208.0;Tous les candidats;1686.0;;;;;;;;;35.0;24.0;44.0;31.0;3_Autres formations;23246
2020;Public;0875076V;ILFOMER Institut limousin de formation aux métiers de la réadaptation;87;Haute-Vienne;Nouvelle-Aquitaine;Limoges;formation selective;Autre formation;Regroupement Nouvelle Aquitaine - Certificat de capacité d'Orthophoniste;D.E secteur sanitaire;;Certificat de capacité d'Orthophoniste;;https://dossier.parcoursup.fr/Candidat/carte?ACTION=2&g_ti_cod=26460&g_ta_cod=26461;45.81726, 1.23048;24;1750;1688;1750;;283;31;23;7;2;1;1442;0;0;0;0;0;456;0;;;74;5;0;0;0;0;382;105;24;22;24;0;4.0;24.0;24.0;;1;10;10;0;0;14;0;0;1;2;7;10;0;0;;;5;5;16.67;100.0;100.0;91.67;50.0;50.0;;10.0;41.67;0.0;0.0;10.0;20.0;70.0;100.0;100.0;0.0;0.0;0.0;0.0;23.0;3.0;0.0;0.0;0.0;0.0;82.0;Tous les candidats;147.0;;;;;;;;;8.0;0.0;100.0;0.0;3_Autres formations;26461
