session;contrat_etab;cod_uai;g_ea_lib_vx;dep;dep_lib;region_etab_aff;acad_mies;ville_etab;lib_for_voe_ins;select_form;fili;lib_comp_voe_ins;form_lib_voe_acc;fil_lib_voe_acc;detail_forma;g_olocalisation_des_formations;capa_fin;voe_tot;voe_tot_f;nb_voe_pp;nb_voe_pp_internat;nb_voe_pp_bg;nb_voe_pp_bg_brs;nb_voe_pp_bt;nb_voe_pp_bt_brs;nb_voe_pp_bp;nb_voe_pp_bp_brs;nb_voe_pp_at;nb_voe_pc;nb_voe_pc_bg;nb_voe_pc_bt;nb_voe_pc_bp;nb_voe_pc_at;nb_cla_pp;nb_cla_pc;nb_cla_pp_internat;nb_cla_pp_pasinternat;nb_cla_pp_bg;nb_cla_pp_bg_brs;nb_cla_pp_bt;nb_cla_pp_bt_brs;nb_cla_pp_bp;nb_cla_pp_bp_brs;nb_cla_pp_at;prop_tot;acc_tot;acc_tot_f;acc_pp;acc_pc;acc_debutpp;acc_datebac;acc_finpp;acc_internat;acc_brs;acc_neobac;acc_bg;acc_bt;acc_bp;acc_at;acc_mention_nonrenseignee;acc_sansmention;acc_ab;acc_b;acc_tb;acc_tbf;acc_bg_mention;acc_bt_mention;acc_bp_mention;acc_term;acc_term_f;acc_aca_orig;acc_aca_orig_idf;pct_acc_debutpp;pct_acc_datebac;pct_acc_finpp;pct_f;pct_aca_orig;pct_aca_orig_idf;pct_etab_orig;pct_bours;pct_neobac;pct_mention_nonrenseignee;pct_sansmention;pct_ab;pct_b;pct_tb;pct_tbf;pct_bg;pct_bg_mention;pct_bt;pct_bt_mention;pct_bp;pct_bp_mention;prop_tot_bg;prop_tot_bg_brs;prop_tot_bt;prop_tot_bt_brs;prop_tot_bp;prop_tot_bp_brs;prop_tot_at;lib_grp1;ran_grp1;lib_grp2;ran_grp2;lib_grp3;ran_grp3;list_com;tri;cod_aff_form;detail_forma2;lien_form_psup;taux_acces_ens;part_acces_gen;part_acces_tec;part_acces_pro;etablissement_id_paysage;composante_id_paysage
2025;Public;0632084Y;Université Clermont Auvergne;63;Puy-de-dôme;Auvergne-Rhône-Alpes;Clermont-Ferrand;Clermont-Ferrand;Licence - Langues étrangères appliquées - Parcours Anglais/Allemand;formation sélective;Licence;Université Clermont Auvergne - Licence - Langues étrangères appliquées - Parcours Anglais/Allemand;Licence - Arts-lettres-langues;Langues étrangères appliquées;Anglais/Allemand;45.7758, 3.09231;20;137;89;97;;67;10;8;3;1;0;21;40;1;2;3;34;86;5;;;63;9;7;3;0;0;16;73;13;10;12;1;9;11;11;;2;11;11;0;0;2;0;2;4;4;1;0;9;0;0;;;7;7;69.0;85.0;85.0;77.0;64.0;64.0;0.0;18.0;85.0;0.0;18.0;36.0;36.0;9.0;0.0;100.0;82.0;0.0;0.0;0.0;0.0;51.0;7.0;7.0;3.0;0.0;0.0;15.0;Tous les candidats;86;;;;;Liste d'appel commune à plusieurs formations;1_universités;7635;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=7635&typeBac=0&originePc=0;89;90;10;0;;
2025;Public;0673021V;Université de Strasbourg;67;Bas-Rhin;Grand-Est;Strasbourg;Strasbourg;Licence - Sciences pour la santé - Sciences de la vie et Santé -  Accès Santé;formation non sélective;Licence_Las;Université de Strasbourg - Licence - Sciences pour la santé - Sciences de la vie et Santé -  Accès Santé;Licence - Sciences - technologies - santé;Sciences pour la santé;Sciences de la vie et Santé;48.5843, 7.76665;400;3432;2473;3432;;2441;438;191;64;56;25;744;0;0;0;0;0;3331;0;;;2441;438;191;64;56;25;643;1145;398;306;398;0;139;340;386;;87;380;360;10;10;18;3;19;87;165;91;15;341;8;9;;;347;347;35.0;85.0;97.0;77.0;91.0;91.0;0.0;23.0;95.0;1.0;5.0;23.0;43.0;24.0;4.0;95.0;90.0;3.0;2.0;3.0;2.0;1020.0;182.0;24.0;9.0;17.0;9.0;84.0;Tous les candidats;1427;;;;;Liste d'appel commune à plusieurs formations;1_universités;29229;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=29229&typeBac=0&originePc=0;42;95;3;2;;
2025;Public;0561808L;I.U.T de Lorient (Antenne de Pontivy);56;Morbihan;Bretagne;Rennes;Pontivy;BUT - Génie chimique génie des procédés;formation sélective;BUT;I.U.T de Lorient (Antenne de Pontivy) - BUT - Génie chimique génie des procédés;BUT - Production;Génie chimique génie des procédés;;48.0841, -2.97339;39;342;174;316;;194;8;57;7;0;0;65;26;4;1;2;19;295;16;;;190;8;56;7;0;0;49;310;16;9;14;2;14;14;16;;2;12;7;4;1;4;0;3;8;1;0;0;6;2;1;;;12;12;88.0;88.0;100.0;56.0;100.0;100.0;0.0;17.0;75.0;0.0;25.0;67.0;8.0;0.0;0.0;58.0;50.0;33.0;17.0;8.0;8.0;194.0;8.0;55.0;7.0;1.0;1.0;60.0;Autres candidats;234;Bacheliers technologiques toutes series;61;;;Liste d'appel commune à plusieurs formations;1_universités;6512;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=6512&typeBac=0&originePc=0;93;77;23;0;;
2025;Public;0597239Y;Université de Lille;59;Nord;Hauts-de-France;Lille;Lille;Licence - Portail Sciences de la vie, de la Terre et de l'environnement;formation non sélective;Licence;Université de Lille - Licence - Portail Sciences de la vie, de la Terre et de l'environnement;Licence - Sciences - technologies - santé;Sciences de la terre;Sciences de la vie, de la Terre et de l'environnement : Sciences de la terre;50.6083, 3.14389;80;2143;1327;2136;;1299;255;78;33;24;10;735;7;2;1;0;4;2135;4;;;1299;255;78;33;24;10;734;955;79;39;75;4;3;21;75;;11;43;36;4;3;36;0;23;12;6;2;0;16;1;3;;;38;38;4.0;27.0;95.0;49.0;88.0;88.0;0.0;26.0;54.0;0.0;53.0;28.0;14.0;5.0;0.0;84.0;37.0;9.0;2.0;7.0;7.0;501.0;108.0;21.0;8.0;8.0;4.0;425.0;;2135;;;;;Liste d'appel propre à cette formation;1_universités;43328;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=43328&typeBac=0&originePc=0;100;93;6;2;;
2025;Public;0622257S;Lycée agro-environnemental d'Arras;62;Pas-de-Calais;Hauts-de-France;Lille;Tilloy-lès-Mofflaines;BTS - Agricole - Agronomie et cultures durables;formation sélective;BTS;Lycée agro-environnemental d'Arras - BTS - Agricole - Agronomie et cultures durables;BTS - Agricole;Agronomie et cultures durables;;50.2741, 2.83746;24;269;73;255;;53;4;106;7;54;2;42;14;0;1;0;13;220;8;;;46;3;104;6;54;2;16;127;15;3;12;3;4;10;15;;0;10;1;3;6;5;0;4;5;1;0;0;1;1;4;2;0;6;6;27.0;67.0;100.0;20.0;60.0;60.0;20.0;0.0;67.0;0.0;40.0;50.0;10.0;0.0;0.0;10.0;10.0;30.0;10.0;60.0;40.0;17.0;1.0;56.0;6.0;36.0;2.0;18.0;Autres candidats;165;Bacheliers professionnels toutes series;55;;;Liste d'appel commune à plusieurs formations;2_Lycées;7446;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=7446&typeBac=0&originePc=0;86;23;51;26;;
2025;Public;0510035L;Lycée Hugues Libergier;51;Marne;Grand-Est;Reims;Reims;BTS - Services - Support à l'action managériale;formation sélective;BTS;Lycée Hugues Libergier - BTS - Services - Support à l'action managériale;BTS - Services;Support à l'action managériale;;49.2515, 4.03952;36;440;285;354;;29;6;122;49;88;33;115;86;3;24;20;39;186;14;;;20;1;64;24;53;21;49;141;31;23;23;8;6;19;25;;7;18;2;9;7;13;0;10;4;2;2;0;1;1;6;4;3;13;13;19.0;61.0;81.0;74.0;72.0;72.0;22.0;39.0;58.0;0.0;56.0;22.0;11.0;11.0;0.0;11.0;6.0;50.0;6.0;39.0;33.0;13.0;1.0;43.0;19.0;40.0;17.0;45.0;Autres candidats;122;Bacheliers professionnels toutes series;64;;;Liste d'appel commune à plusieurs formations;2_Lycées;6075;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=6075&typeBac=0&originePc=0;53;15;47;39;;
2025;Public;0950667J;Lycée Romain Rolland;95;Val-d'oise;Ile-de-France;Versailles;Goussainville;BTS - Services - Gestion de la PME;formation sélective;BTS;Lycée Romain Rolland - BTS - Services - Gestion de la PME;BTS - Services;Gestion de la PME;;49.0295, 2.45532;30;755;457;755;;46;17;211;70;269;121;229;0;0;0;0;0;386;0;;;16;3;133;44;174;77;63;155;27;22;27;0;0;18;25;;6;20;0;8;12;7;0;9;7;4;0;0;0;4;7;8;6;18;20;0.0;67.0;93.0;81.0;90.0;100.0;40.0;30.0;74.0;0.0;45.0;35.0;20.0;0.0;0.0;0.0;0.0;40.0;20.0;60.0;35.0;8.0;2.0;56.0;18.0;64.0;30.0;27.0;Autres candidats;17;Bacheliers professionnels toutes series;132;Bacheliers technologiques toutes series;91;Liste d'appel commune à plusieurs formations;2_Lycées;11589;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=11589&typeBac=0&originePc=0;32;7;44;49;;
2025;Public;0180005H;Lycée Alain-Fournier;18;Cher;Centre;Orléans-Tours;Bourges;CPGE - MPSI;formation sélective;CPGE;Lycée Alain-Fournier - CPGE - MPSI;Classe préparatoire scientifique;MPSI;;47.1007, 2.41248;48;916;251;703;103;318;41;0;0;0;0;385;213;114;1;0;98;259;69;81;178;250;28;0;0;0;0;9;304;27;2;17;10;5;21;27;14;3;23;23;0;0;4;0;5;6;11;1;0;18;0;0;0;0;6;6;19.0;78.0;100.0;7.0;26.0;26.0;0.0;13.0;85.0;0.0;22.0;26.0;48.0;4.0;0.0;100.0;78.0;0.0;0.0;0.0;0.0;279.0;29.0;0.0;0.0;0.0;0.0;25.0;Tous les candidats;259;;;;;Liste d'appel commune à plusieurs formations;2_Lycées;3089;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=3089&typeBac=0&originePc=0;37;100;0;0;;
2025;Public;0750676C;Lycée des Métiers Dorian;75;Paris;Ile-de-France;Paris;Paris 11e  Arrondissement;BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique;formation sélective;BTS;Lycée des Métiers Dorian - BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique;BTS - Production;Métiers du géomètre-topographe et de la modélisation numérique;;48.8544, 2.39243;24;406;90;395;;63;6;84;21;126;42;122;11;3;2;0;6;245;0;;;48;3;63;14;98;28;36;92;21;4;21;0;7;14;18;;2;14;4;4;6;7;0;4;5;3;2;0;2;2;6;3;0;5;12;33.0;67.0;86.0;19.0;36.0;86.0;21.0;14.0;67.0;0.0;29.0;36.0;21.0;14.0;0.0;29.0;14.0;29.0;14.0;43.0;43.0;22.0;3.0;30.0;7.0;14.0;4.0;26.0;Autres candidats;42;Bacheliers professionnels toutes series;15;Bacheliers technologiques toutes series;43;Liste d'appel commune à plusieurs formations;2_Lycées;9028;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=9028&typeBac=0&originePc=0;25;29;37;35;;
2025;Public;0310038Y;Lycée BELLEVUE;31;Haute-Garonne;Occitanie;Toulouse;Toulouse;CPGE - PCSI;formation sélective;CPGE;Lycée BELLEVUE - CPGE - PCSI;Classe préparatoire scientifique;PCSI;;43.5616, 1.46017;96;3369;1231;3369;0;2503;228;3;1;1;0;862;0;0;0;0;0;2458;0;0;2458;2451;218;0;0;0;0;7;589;96;32;96;0;41;69;93;0;4;93;93;0;0;3;0;0;1;28;55;9;93;0;0;7;2;68;68;43.0;72.0;97.0;33.0;73.0;73.0;8.0;4.0;97.0;0.0;0.0;1.0;30.0;59.0;10.0;100.0;100.0;0.0;0.0;0.0;0.0;582.0;47.0;0.0;0.0;0.0;0.0;7.0;Tous les candidats;725;;;;;Liste d'appel commune à plusieurs formations;2_Lycées;4043;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=4043&typeBac=0&originePc=0;22;100;0;0;;
2025;Privé sous contrat d'association;0640111Y;Lycée Largenté - Campus Aitzina;64;Pyrénées-atlantiques;Nouvelle Aquitaine;Bordeaux;Bayonne;BTS - Services - Commerce International;formation sélective;BTS;Lycée Largenté - Campus Aitzina - BTS - Services - Commerce International;BTS - Services;Commerce International;;43.4929, -1.47484;35;415;223;415;;123;8;171;25;52;9;69;0;0;0;0;0;379;0;;;117;8;161;24;41;6;60;142;34;16;34;0;5;23;29;;5;27;6;15;6;7;0;8;14;4;1;0;5;9;5;4;2;24;24;15.0;68.0;85.0;47.0;89.0;89.0;15.0;19.0;79.0;0.0;30.0;52.0;15.0;4.0;0.0;22.0;19.0;56.0;33.0;22.0;19.0;35.0;5.0;69.0;8.0;20.0;5.0;18.0;Autres candidats;76;Bacheliers professionnels toutes series;20;Bacheliers technologiques toutes series;117;Liste d'appel commune à plusieurs formations;2_Lycées;18100;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=18100&typeBac=0&originePc=0;51;36;46;17;;
2025;Public;0380032D;Lycée polyvalent Emmanuel Mounier;38;Isère;Auvergne-Rhône-Alpes;Grenoble;Grenoble;CPGE - B/L - Lettres et sciences sociales;formation sélective;CPGE;Lycée polyvalent Emmanuel Mounier - CPGE - B/L - Lettres et sciences sociales;Classe préparatoire littéraire;B/L - Lettres et sciences sociales;;45.17942, 5.73096;36;1233;706;1233;61;497;42;1;0;0;0;735;0;0;0;0;0;531;0;60;471;491;39;0;0;0;0;40;186;37;23;37;0;2;20;37;10;1;34;34;0;0;3;0;0;6;17;7;4;34;0;0;3;2;29;29;5.0;54.0;100.0;62.0;85.0;85.0;9.0;3.0;92.0;0.0;0.0;18.0;50.0;21.0;12.0;100.0;100.0;0.0;0.0;0.0;0.0;171.0;26.0;0.0;0.0;0.0;0.0;15.0;Tous les candidats;516;;;;;Liste d'appel commune à plusieurs formations;2_Lycées;36438;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=36438&typeBac=0&originePc=0;42;100;0;0;;
2025;Public;0750700D;Lycée Jean-Baptiste Say;75;Paris;Ile-de-France;Paris;Paris 16e  Arrondissement;CPGE - BCPST;formation sélective;CPGE;Lycée Jean-Baptiste Say - CPGE - BCPST;Classe préparatoire scientifique;BCPST;;48.8475, 2.26781;48;2561;1809;2561;71;1915;164;5;4;3;1;638;0;0;0;0;0;1329;0;47;1282;1270;85;0;0;0;0;59;433;45;32;45;0;0;17;34;10;3;45;45;0;0;0;0;0;4;28;13;0;45;0;0;0;0;15;36;0.0;38.0;76.0;71.0;33.0;80.0;0.0;7.0;100.0;0.0;0.0;9.0;62.0;29.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0;429.0;35.0;0.0;0.0;0.0;0.0;4.0;Tous les candidats;1055;;;;;Liste d'appel commune à plusieurs formations;2_Lycées;9139;;https://dossierappel.parcoursup.fr/Candidats/public/fiches/afficherFicheFormation?g_ta_cod=9139&typeBac=0&originePc=0;41;100;0;0;;
